year,adm_1,best
#date+year,#adm1+name,#affected+killed
1989,Southern province,5
1989,Southern province,4
1989,,8
1989,Central province,4
1989,Southern province,2
1989,North Western province,4
1989,North Central province,0
1989,North Central province,5
1989,North Central province,3
1989,Southern province,1
1989,Southern province,4
1989,Southern province,7
1989,North Western province,1
1989,Sabaragamuwa province,3
1989,Southern province,2
1989,,1
1989,,1
1989,,1
1989,North Central province,3
1989,Central province,4
1989,Western province,2
1989,Western province,2
1989,Western province,1
1989,Western province,1
1989,Western province,1
1989,Western province,1
1989,North Western province,8
1989,Central province,3
1989,Southern province,5
1989,,4
1989,Western province,4
1989,North Central province,6
1989,Western province,1
1989,,4
1989,Central province,5
1989,Western province,5
1989,Southern province,3
1989,,0
1989,,0
1989,,0
1989,Southern province,2
1989,Southern province,1
1989,,2
1989,Central province,2
1989,Western province,1
1989,,4
1989,,3
1989,Central province,6
1989,,1
1989,Western province,6
1989,Western province,8
1989,North Western province,5
1989,,13
1989,North Central province,3
1989,Southern province,1
1989,Western province,5
1989,North Central province,4
1989,Western province,2
1989,Southern province,8
1989,,8
1989,Central province,2
1989,Southern province,4
1989,North Eastern province,3
1989,North Eastern province,1
1989,Western province,8
1989,,2
1989,Uva province,1
1989,Southern province,2
1989,,2
1989,Western province,3
1989,,6
1989,Uva province,3
1989,North Eastern province,3
1989,North Eastern province,2
1989,Western province,5
1989,Southern province,1
1989,Southern province,2
1989,Southern province,5
1989,Central province,6
1989,Southern province,4
1989,Central province,3
1989,Uva province,3
1989,North Eastern province,3
1989,Central province,3
1989,Central province,15
1989,North Eastern province,10
1989,North Western province,6
1989,Central province,1
1989,,1
1989,North Western province,7
1989,Sabaragamuwa province,2
1989,North Western province,3
1989,North Western province,6
1989,North Western province,2
1989,Southern province,5
1989,Southern province,1
1989,North Central province,1
1989,Southern province,3
1989,Southern province,1
1989,Southern province,1
1989,Central province,5
1989,Central province,4
1989,North Central province,7
1989,North Central province,7
1989,Central province,4
1989,Western province,7
1989,Sabaragamuwa province,8
1990,Central province,16
1990,,2
1990,,6
1990,Uva province,2
1990,Central province,2
1990,Western province,2
1990,Central province,5
1990,Uva province,4
1990,Southern province,13
1990,Central province,7
1990,Southern province,2
1989,North Central province,4
1989,North Eastern province,5
1989,North Eastern province,21
1989,North Central province,4
1990,North Eastern province,1
1990,North Eastern province,0
1990,North Eastern province,10
1990,North Eastern province,115
1990,North Eastern province,18
1990,North Eastern province,300
1990,North Eastern province,35
1990,North Eastern province,3
1990,North Eastern province,2
1990,Western province,9
1990,North Eastern province,150
1990,North Eastern province,3
1990,North Eastern province,6
1990,North Eastern province,25
1990,North Eastern province,1
1990,North Eastern province,23
1990,North Eastern province,18
1990,North Eastern province,22
1990,North Eastern province,5
1990,North Eastern province,1
1990,North Eastern province,81
1990,North Eastern province,1
1990,North Eastern province,6
1990,North Eastern province,3
1990,North Eastern province,1
1990,North Eastern province,4
1990,North Eastern province,7
1990,North Eastern province,0
1990,North Eastern province,49
1990,North Eastern province,9
1990,North Eastern province,16
1990,North Eastern province,9
1990,North Eastern province,8
1990,North Eastern province,24
1990,North Eastern province,16
1990,North Eastern province,7
1990,North Eastern province,9
1990,North Eastern province,10
1990,North Eastern province,4
1990,North Eastern province,5
1990,North Eastern province,8
1990,North Central province,64
1990,North Eastern province,4
1990,North Eastern province,15
1990,North Eastern province,6
1990,North Eastern province,0
1990,North Western province,16
1990,North Eastern province,21
1990,North Eastern province,20
1990,North Eastern province,22
1990,North Eastern province,7
1990,North Eastern province,8
1990,North Eastern province,27
1990,North Eastern province,18
1990,North Eastern province,4
1990,North Eastern province,10
1990,North Eastern province,50
1990,North Eastern province,25
1990,North Eastern province,70
1990,North Eastern province,1
1990,North Eastern province,9
1990,North Eastern province,17
1990,North Eastern province,25
1990,North Eastern province,2
1990,North Eastern province,2
1990,North Eastern province,1
1990,North Eastern province,1
1990,North Eastern province,2
1990,North Eastern province,1
1990,North Eastern province,14
1990,North Eastern province,15
1990,North Eastern province,9
1990,North Eastern province,41
1990,North Eastern province,98
1990,North Eastern province,8
1990,North Eastern province,51
1990,North Eastern province,76
1990,North Eastern province,36
1990,North Eastern province,6
1990,North Eastern province,1
1990,North Eastern province,4
1990,North Eastern province,1
1990,North Eastern province,44
1990,North Eastern province,55
1990,North Eastern province,7
1990,North Eastern province,1
1990,North Eastern province,2
1990,North Eastern province,14
1990,North Eastern province,0
1990,North Eastern province,5
1990,North Eastern province,20
1990,North Eastern province,33
1990,North Eastern province,1
1990,North Eastern province,4
1990,North Eastern province,1
1990,North Eastern province,113
1990,North Eastern province,10
1990,North Eastern province,67
1990,North Eastern province,5
1990,North Eastern province,50
1990,North Eastern province,50
1990,North Eastern province,100
1990,North Eastern province,1
1990,North Eastern province,125
1990,North Eastern province,17
1990,North Eastern province,2
1990,North Eastern province,8
1990,North Central province,7
1990,North Eastern province,16
1990,North Eastern province,3
1990,North Eastern province,2
1990,North Eastern province,7
1990,North Eastern province,6
1990,North Eastern province,3
1990,North Eastern province,10
1990,North Eastern province,4
1990,North Eastern province,7
1990,North Eastern province,3
1990,North Eastern province,23
1990,North Eastern province,4
1990,North Eastern province,102
1990,North Eastern province,4
1990,North Eastern province,18
1990,North Eastern province,10
1990,North Eastern province,5
1990,North Eastern province,5
1990,North Eastern province,3
1990,North Eastern province,1
1990,North Eastern province,1
1990,North Eastern province,1
1990,North Eastern province,7
1990,North Eastern province,4
1990,North Eastern province,20
1990,North Eastern province,8
1990,North Eastern province,9
1990,North Eastern province,20
1990,North Eastern province,3
1990,North Eastern province,10
1990,North Eastern province,26
1990,North Eastern province,10
1990,North Eastern province,9
1990,North Eastern province,3
1990,North Eastern province,5
1990,North Eastern province,2
1990,North Eastern province,1
1990,North Eastern province,3
1990,North Eastern province,5
1990,North Eastern province,7
1990,North Eastern province,17
1990,North Eastern province,3
1990,North Eastern province,18
1990,North Eastern province,1
1990,North Eastern province,3
1990,North Eastern province,4
1990,North Eastern province,114
1990,North Eastern province,5
1990,North Eastern province,28
1990,North Eastern province,8
1990,North Central province,5
1990,North Eastern province,6
1990,North Eastern province,2
1990,North Eastern province,7
1990,North Eastern province,9
1990,North Eastern province,8
1990,North Eastern province,4
1990,North Eastern province,1
1990,North Eastern province,48
1990,North Eastern province,13
1990,North Eastern province,4
1990,North Eastern province,3
1990,North Eastern province,9
1990,North Eastern province,2
1990,North Eastern province,3
1990,North Eastern province,5
1990,North Eastern province,10
1990,North Eastern province,7
1990,North Eastern province,4
1990,North Eastern province,32
1990,North Eastern province,5
1990,North Eastern province,131
1990,North Eastern province,1
1990,North Eastern province,26
1990,North Eastern province,20
1990,North Central province,22
1990,,9
1991,,1
1991,North Eastern province,5
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,16
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,32
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,25
1991,North Central province,4
1991,North Eastern province,2
1991,North Eastern province,4
1991,North Eastern province,1
1991,North Eastern province,5
1991,North Eastern province,30
1991,North Eastern province,2
1991,North Eastern province,7
1991,North Eastern province,8
1991,North Eastern province,39
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,11
1991,North Eastern province,3
1991,North Eastern province,5
1991,North Eastern province,4
1991,North Eastern province,1
1991,North Eastern province,40
1991,North Eastern province,6
1991,North Eastern province,39
1991,North Eastern province,48
1991,North Eastern province,4
1991,North Eastern province,0
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,4
1991,North Eastern province,5
1991,North Eastern province,3
1991,North Eastern province,8
1991,North Eastern province,1
1991,North Eastern province,5
1991,North Eastern province,3
1991,North Eastern province,1
1991,Western province,32
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,7
1991,North Eastern province,4
1991,North Eastern province,4
1991,North Eastern province,7
1991,North Eastern province,2
1991,North Eastern province,5
1991,North Eastern province,10
1991,North Eastern province,4
1991,North Eastern province,11
1991,North Eastern province,1
1991,North Eastern province,4
1991,North Eastern province,7
1991,North Eastern province,40
1991,North Eastern province,3
1991,North Eastern province,2
1991,North Eastern province,43
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,162
1991,North Eastern province,161
1991,North Eastern province,3
1991,North Eastern province,2
1991,North Eastern province,5
1991,North Eastern province,1
1991,North Eastern province,5
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,9
1991,North Eastern province,9
1991,North Eastern province,1
1991,North Eastern province,8
1991,North Eastern province,5
1991,North Eastern province,123
1991,North Eastern province,7
1991,North Eastern province,1
1991,North Eastern province,203
1991,North Eastern province,56
1991,,5
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,0
1991,North Eastern province,0
1991,North Eastern province,2
1991,North Eastern province,25
1991,North Eastern province,40
1991,North Eastern province,6
1991,North Eastern province,0
1991,North Eastern province,1
1991,North Eastern province,11
1991,North Eastern province,10
1991,North Eastern province,14
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,4
1991,North Eastern province,9
1991,North Eastern province,60
1991,North Eastern province,6
1991,North Eastern province,34
1991,North Eastern province,43
1991,North Eastern province,4
1991,North Eastern province,7
1991,North Eastern province,5
1991,North Central province,1
1991,North Eastern province,1
1991,North Eastern province,3
1991,North Eastern province,4
1991,North Eastern province,24
1991,North Eastern province,4
1991,North Eastern province,34
1991,North Eastern province,3
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,3
1991,North Central province,1
1991,North Eastern province,4
1991,North Eastern province,5
1991,North Eastern province,1
1991,North Eastern province,32
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,0
1991,North Eastern province,1
1991,North Eastern province,23
1991,North Eastern province,45
1991,North Eastern province,7
1991,North Eastern province,2
1991,North Eastern province,123
1991,North Eastern province,1
1991,North Eastern province,78
1991,North Eastern province,5
1991,North Central province,1
1991,North Eastern province,0
1991,North Eastern province,2
1991,North Eastern province,25
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,3
1991,North Eastern province,3
1991,North Eastern province,8
1991,North Eastern province,5
1991,North Eastern province,2
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,6
1991,North Eastern province,21
1991,North Eastern province,2
1991,North Eastern province,5
1991,North Eastern province,3
1991,North Eastern province,0
1991,North Central province,8
1991,North Eastern province,12
1991,North Eastern province,16
1991,North Eastern province,3
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,3
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,10
1991,North Eastern province,6
1991,North Eastern province,2
1991,North Eastern province,2
1991,North Eastern province,11
1991,North Eastern province,3
1991,North Eastern province,3
1991,North Eastern province,6
1991,North Eastern province,2
1991,North Eastern province,117
1991,North Eastern province,102
1991,North Eastern province,4
1991,North Eastern province,8
1991,North Eastern province,5
1991,North Eastern province,42
1991,North Eastern province,19
1991,Western province,0
1991,North Eastern province,4
1991,North Eastern province,6
1991,North Eastern province,4
1991,North Eastern province,6
1991,North Eastern province,3
1991,North Eastern province,220
1991,North Eastern province,1176
1991,North Eastern province,4
1991,North Eastern province,60
1991,North Eastern province,219
1991,North Eastern province,115
1991,North Eastern province,33
1991,North Eastern province,89
1991,North Eastern province,32
1991,North Eastern province,39
1991,North Eastern province,2
1991,North Eastern province,7
1991,North Eastern province,2
1991,North Eastern province,157
1991,North Eastern province,66
1991,North Eastern province,75
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,150
1991,North Central province,23
1991,North Eastern province,26
1991,North Eastern province,8
1991,North Eastern province,5
1991,North Eastern province,156
1991,North Eastern province,7
1991,North Eastern province,42
1991,North Eastern province,30
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,3
1991,North Eastern province,5
1991,North Eastern province,1
1991,Central province,1
1991,North Eastern province,4
1991,North Eastern province,9
1991,North Eastern province,432
1991,North Eastern province,6
1991,North Eastern province,9
1991,North Eastern province,5
1991,North Central province,1
1991,North Eastern province,4
1991,North Eastern province,1
1991,North Eastern province,2
1991,North Eastern province,106
1991,North Eastern province,82
1991,North Eastern province,4
1991,North Eastern province,9
1991,North Central province,1
1991,North Central province,12
1991,North Eastern province,7
1991,North Eastern province,10
1991,,4
1991,North Eastern province,9
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,3
1991,North Eastern province,3
1991,North Eastern province,16
1991,North Eastern province,3
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,5
1991,North Eastern province,1
1991,North Eastern province,79
1991,North Eastern province,1
1991,North Eastern province,42
1991,North Eastern province,3
1991,North Eastern province,5
1991,North Central province,29
1991,North Eastern province,8
1991,North Eastern province,4
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,15
1991,North Eastern province,1
1991,North Eastern province,5
1991,Central province,26
1991,North Eastern province,9
1991,North Eastern province,8
1991,North Eastern province,12
1991,North Eastern province,6
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,1
1991,North Eastern province,17
1991,North Eastern province,6
1991,North Eastern province,4
1991,North Eastern province,4
1991,North Eastern province,6
1991,North Eastern province,4
1991,North Eastern province,3
1991,North Eastern province,4
1991,North Eastern province,4
1991,North Eastern province,28
1992,,1380
1992,North Eastern province,5
1992,North Eastern province,8
1992,North Eastern province,28
1992,,2
1992,North Eastern province,2
1992,North Eastern province,3
1992,North Eastern province,25
1992,North Eastern province,4
1992,North Eastern province,3
1992,North Eastern province,30
1992,North Central province,3
1992,North Eastern province,13
1992,North Central province,12
1992,North Central province,3
1992,North Eastern province,4
1992,North Eastern province,7
1992,North Eastern province,3
1992,North Eastern province,4
1992,North Eastern province,8
1992,North Eastern province,11
1992,North Eastern province,27
1992,North Eastern province,4
1992,North Eastern province,6
1992,North Eastern province,1
1992,North Eastern province,27
1992,North Eastern province,3
1992,North Eastern province,8
1992,North Eastern province,7
1992,North Eastern province,30
1992,North Eastern province,3
1992,North Eastern province,8
1992,North Eastern province,93
1992,North Central province,19
1992,North Eastern province,18
1992,North Eastern province,35
1992,North Eastern province,3
1992,North Eastern province,7
1992,North Central province,6
1992,,14
1992,North Eastern province,30
1992,North Eastern province,1
1992,North Eastern province,20
1992,North Eastern province,2
1992,North Eastern province,6
1992,North Eastern province,2
1992,North Eastern province,50
1992,North Eastern province,4
1992,North Central province,10
1992,North Eastern province,24
1992,North Eastern province,2
1992,North Eastern province,8
1992,North Central province,5
1992,North Eastern province,2
1992,North Eastern province,2
1992,North Eastern province,6
1992,North Eastern province,6
1992,,163
1992,North Eastern province,35
1992,North Eastern province,34
1992,North Eastern province,41
1992,North Eastern province,3
1992,North Eastern province,7
1992,North Eastern province,75
1992,North Eastern province,8
1992,North Eastern province,50
1992,North Eastern province,34
1992,North Eastern province,61
1992,North Eastern province,4
1992,North Eastern province,40
1992,North Eastern province,4
1992,North Eastern province,12
1992,North Eastern province,72
1992,North Eastern province,4
1992,North Eastern province,13
1992,North Central province,4
1992,North Eastern province,3
1992,North Eastern province,74
1992,North Eastern province,82
1992,North Eastern province,60
1992,North Eastern province,200
1992,North Central province,8
1992,North Eastern province,0
1992,North Eastern province,30
1992,North Eastern province,23
1992,North Eastern province,81
1992,North Eastern province,15
1992,North Central province,46
1992,North Eastern province,4
1992,North Eastern province,26
1992,North Eastern province,5
1992,North Eastern province,26
1992,North Eastern province,25
1992,North Eastern province,4
1992,North Eastern province,10
1992,North Eastern province,7
1992,North Eastern province,25
1992,North Eastern province,1
1992,North Eastern province,4
1992,North Eastern province,14
1992,North Eastern province,5
1992,North Eastern province,8
1992,North Eastern province,14
1992,North Eastern province,4
1992,North Eastern province,1
1992,North Eastern province,6
1992,North Eastern province,2
1992,North Eastern province,14
1992,North Eastern province,30
1992,North Eastern province,0
1992,North Eastern province,27
1992,North Eastern province,23
1992,Western province,0
1992,North Eastern province,11
1992,North Eastern province,0
1992,North Eastern province,1
1992,North Eastern province,9
1992,North Eastern province,1
1992,North Eastern province,20
1992,North Eastern province,27
1992,North Eastern province,1
1992,North Eastern province,4
1992,North Eastern province,1
1992,,1
1992,North Central province,10
1992,North Eastern province,3
1992,North Eastern province,10
1992,North Eastern province,6
1992,North Eastern province,15
1992,North Eastern province,4
1992,North Eastern province,1
1992,North Eastern province,4
1992,North Eastern province,1
1992,North Eastern province,2
1992,North Eastern province,5
1992,North Eastern province,32
1992,North Eastern province,3
1992,North Eastern province,19
1992,North Eastern province,7
1992,North Eastern province,1
1992,North Eastern province,12
1992,Western province,5
1992,North Eastern province,6
1992,North Eastern province,6
1992,North Eastern province,2
1992,North Eastern province,79
1992,North Eastern province,6
1992,North Eastern province,15
1992,North Eastern province,3
1992,North Eastern province,2
1992,North Eastern province,0
1992,North Eastern province,4
1992,North Western province,10
1992,North Eastern province,3
1992,North Eastern province,2
1992,North Eastern province,6
1992,North Eastern province,18
1992,North Eastern province,4
1992,North Eastern province,10
1992,North Eastern province,3
1992,North Eastern province,5
1992,North Eastern province,10
1992,North Eastern province,40
1992,North Eastern province,6
1992,North Eastern province,5
1992,North Eastern province,2
1993,North Eastern province,9
1993,North Eastern province,2
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,2
1993,North Eastern province,3
1993,North Eastern province,14
1993,North Eastern province,2
1993,North Eastern province,2
1993,North Eastern province,7
1993,North Eastern province,23
1993,North Eastern province,5
1993,North Eastern province,2
1993,North Eastern province,14
1993,North Eastern province,5
1993,North Eastern province,3
1993,North Eastern province,5
1993,North Central province,1
1993,North Eastern province,5
1993,North Eastern province,2
1993,North Eastern province,1
1993,North Eastern province,3
1993,North Eastern province,22
1993,North Eastern province,3
1993,North Eastern province,1
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,4
1993,North Eastern province,3
1993,North Eastern province,1
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,39
1993,North Eastern province,0
1993,North Eastern province,1
1993,North Eastern province,1
1993,North Eastern province,5
1993,North Eastern province,3
1993,North Eastern province,6
1993,North Eastern province,2
1993,North Eastern province,2
1993,North Eastern province,2
1993,North Central province,4
1993,North Eastern province,8
1993,North Eastern province,21
1993,Western province,24
1993,North Eastern province,4
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,6
1993,North Eastern province,31
1993,North Eastern province,6
1993,North Western province,4
1993,North Eastern province,14
1993,North Eastern province,22
1993,North Eastern province,6
1993,North Eastern province,5
1993,North Western province,3
1993,North Eastern province,1
1993,North Western province,10
1993,North Eastern province,51
1993,North Eastern province,0
1993,North Eastern province,6
1993,North Eastern province,7
1993,North Eastern province,6
1993,North Eastern province,24
1993,North Eastern province,1
1993,North Eastern province,1
1993,North Eastern province,1
1993,,14
1993,North Eastern province,6
1993,North Eastern province,2
1993,North Eastern province,6
1993,North Eastern province,2
1993,North Eastern province,5
1993,North Eastern province,4
1993,North Eastern province,10
1993,North Central province,5
1993,North Eastern province,3
1993,North Eastern province,2
1993,North Eastern province,508
1993,North Eastern province,3
1993,North Eastern province,8
1993,North Eastern province,1
1993,North Eastern province,6
1993,North Eastern province,1
1993,North Eastern province,850
1993,North Eastern province,10
1993,North Eastern province,17
1993,North Eastern province,25
1993,North Eastern province,1
1993,North Eastern province,2
1993,North Eastern province,8
1993,North Eastern province,2
1993,North Eastern province,2
1993,North Eastern province,8
1993,North Eastern province,2
1993,North Eastern province,4
1993,North Eastern province,9
1993,North Eastern province,9
1993,North Eastern province,8
1993,North Eastern province,4
1993,North Eastern province,1
1993,North Eastern province,4
1993,North Eastern province,25
1993,North Eastern province,0
1994,,85
1994,,91
1994,North Eastern province,1
1994,North Eastern province,0
1994,North Eastern province,0
1994,North Eastern province,1
1994,North Eastern province,19
1994,North Western province,2
1994,North Eastern province,12
1994,North Eastern province,1
1994,North Eastern province,4
1994,North Eastern province,4
1994,North Eastern province,19
1994,North Eastern province,28
1994,North Central province,9
1994,North Eastern province,3
1994,North Eastern province,0
1994,North Eastern province,7
1994,North Eastern province,2
1994,North Eastern province,4
1994,,5
1994,North Eastern province,7
1994,North Central province,2
1994,North Eastern province,5
1994,North Central province,1
1994,North Eastern province,20
1994,North Central province,4
1994,North Eastern province,8
1994,North Eastern province,1
1994,North Eastern province,2
1994,North Eastern province,8
1994,North Eastern province,2
1994,North Eastern province,4
1994,North Eastern province,7
1994,North Eastern province,10
1994,North Eastern province,17
1994,North Eastern province,8
1994,North Eastern province,30
1994,North Eastern province,1
1994,North Eastern province,35
1994,North Eastern province,2
1994,North Eastern province,2
1994,North Eastern province,10
1994,North Western province,5
1994,North Eastern province,2
1994,North Eastern province,3
1994,North Eastern province,2
1994,North Eastern province,85
1994,North Eastern province,13
1994,North Eastern province,3
1994,North Eastern province,8
1994,North Eastern province,2
1994,North Eastern province,5
1994,North Eastern province,1
1994,,2
1994,North Eastern province,2
1994,North Eastern province,2
1994,North Eastern province,5
1994,North Eastern province,1
1994,North Eastern province,9
1994,North Eastern province,3
1994,North Eastern province,5
1994,North Eastern province,2
1994,North Eastern province,3
1994,North Eastern province,11
1995,North Eastern province,3
1995,North Eastern province,2
1995,North Eastern province,12
1995,,94
1995,North Eastern province,5
1995,North Eastern province,43
1995,North Eastern province,3
1995,North Eastern province,20
1995,North Eastern province,38
1995,North Eastern province,22
1995,North Eastern province,1
1995,North Eastern province,52
1995,North Eastern province,6
1995,North Eastern province,1
1995,North Eastern province,2
1995,North Eastern province,1
1995,North Eastern province,4
1995,North Eastern province,1
1995,North Eastern province,9
1995,North Eastern province,2
1995,North Eastern province,19
1995,North Eastern province,2
1995,North Eastern province,5
1995,North Central province,16
1995,North Eastern province,4
1995,North Eastern province,33
1995,North Eastern province,19
1995,North Eastern province,32
1995,North Eastern province,5
1995,North Eastern province,30
1995,North Eastern province,3
1995,North Eastern province,6
1995,North Eastern province,3
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,27
1995,North Eastern province,0
1995,North Eastern province,3
1995,North Eastern province,17
1995,North Eastern province,1
1995,North Eastern province,38
1995,North Eastern province,4
1995,North Eastern province,3
1995,North Eastern province,7
1995,North Eastern province,7
1995,North Eastern province,71
1995,North Eastern province,3
1995,North Eastern province,51
1995,North Eastern province,4
1995,North Central province,1
1995,North Eastern province,1
1995,North Eastern province,3
1995,North Eastern province,1
1995,North Eastern province,38
1995,North Eastern province,60
1995,North Eastern province,2
1995,North Eastern province,7
1995,North Eastern province,2
1995,North Eastern province,6
1995,North Eastern province,3
1995,North Eastern province,4
1995,North Central province,8
1995,North Eastern province,13
1995,North Eastern province,2
1995,North Eastern province,1
1995,North Eastern province,3
1995,North Eastern province,4
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,4
1995,North Eastern province,13
1995,North Central province,10
1995,North Central province,8
1995,North Eastern province,149
1995,North Eastern province,3
1995,North Eastern province,6
1995,North Eastern province,1
1995,North Eastern province,8
1995,North Eastern province,2
1995,North Eastern province,12
1995,North Eastern province,1
1995,North Eastern province,13
1995,North Eastern province,65
1995,North Eastern province,68
1995,North Eastern province,11
1995,North Eastern province,5
1995,North Eastern province,6
1995,North Eastern province,1
1995,North Eastern province,6
1995,North Eastern province,91
1995,North Eastern province,20
1995,North Eastern province,10
1995,North Eastern province,3
1995,North Eastern province,6
1995,North Eastern province,8
1995,North Eastern province,5
1995,North Eastern province,4
1995,North Eastern province,1
1995,North Eastern province,3
1995,North Eastern province,1
1995,North Western province,21
1995,North Western province,5
1995,North Eastern province,5
1995,North Eastern province,3
1995,North Eastern province,1
1995,North Eastern province,8
1995,North Eastern province,484
1995,North Eastern province,2
1995,North Eastern province,11
1995,North Eastern province,2
1995,North Central province,1
1995,North Eastern province,8
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,5
1995,North Eastern province,2
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,5
1995,North Eastern province,3
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,4
1995,North Eastern province,2
1995,North Central province,6
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,5
1995,North Eastern province,4
1995,North Eastern province,9
1995,North Eastern province,32
1995,North Eastern province,20
1995,North Eastern province,15
1995,North Eastern province,21
1995,North Eastern province,10
1995,North Central province,20
1995,North Eastern province,2
1995,North Eastern province,7
1995,North Eastern province,4
1995,North Eastern province,7
1995,North Eastern province,15
1995,North Eastern province,4
1995,North Eastern province,23
1995,North Eastern province,9
1995,North Eastern province,6
1995,North Eastern province,1
1995,North Eastern province,7
1995,North Eastern province,43
1995,North Eastern province,15
1995,North Eastern province,1
1995,North Eastern province,1
1995,North Eastern province,6
1995,North Eastern province,6
1995,North Eastern province,4
1995,North Eastern province,1
1995,North Eastern province,22
1995,North Eastern province,0
1995,North Eastern province,70
1995,North Eastern province,0
1995,North Eastern province,0
1995,North Eastern province,0
1995,North Eastern province,45
1995,North Eastern province,200
1995,North Central province,8
1995,North Eastern province,5
1995,North Eastern province,8
1995,North Eastern province,3
1995,North Eastern province,13
1995,North Eastern province,10
1995,North Eastern province,9
1995,North Eastern province,80
1995,North Eastern province,153
1995,North Eastern province,20
1995,Western province,22
1995,Western province,1
1995,North Eastern province,120
1995,North Eastern province,76
1995,North Eastern province,48
1995,,9
1995,North Eastern province,2
1995,North Eastern province,1
1995,North Eastern province,20
1995,North Eastern province,70
1995,North Eastern province,103
1995,North Eastern province,8
1995,North Eastern province,7
1995,North Eastern province,8
1995,North Eastern province,10
1995,North Eastern province,6
1995,North Eastern province,2
1995,North Eastern province,13
1995,North Eastern province,1
1995,North Eastern province,17
1995,North Eastern province,4
1995,North Eastern province,1
1995,North Eastern province,233
1995,Western province,15
1995,North Eastern province,85
1995,North Eastern province,8
1995,North Eastern province,60
1995,North Eastern province,5
1995,North Eastern province,1
1995,North Eastern province,2
1995,North Eastern province,2
1995,North Eastern province,88
1995,North Eastern province,72
1995,North Eastern province,44
1995,North Eastern province,3
1995,North Eastern province,1
1995,North Eastern province,45
1995,North Eastern province,0
1995,North Eastern province,4
1995,North Eastern province,117
1995,North Eastern province,24
1995,North Eastern province,11
1995,North Eastern province,1
1995,North Eastern province,4
1995,North Eastern province,67
1995,North Eastern province,2
1995,North Eastern province,3
1995,North Eastern province,4
1995,North Eastern province,106
1995,North Eastern province,16
1995,North Eastern province,6
1995,North Eastern province,69
1995,North Eastern province,93
1995,North Eastern province,1
1995,North Eastern province,3
1995,North Eastern province,15
1995,North Eastern province,1
1995,North Eastern province,2
1995,North Central province,3
1995,North Eastern province,7
1996,North Eastern province,1
1996,North Eastern province,3
1996,North Central province,8
1996,North Eastern province,7
1996,North Eastern province,18
1996,North Eastern province,4
1996,North Eastern province,19
1996,North Eastern province,26
1996,North Eastern province,3
1996,North Eastern province,4
1996,North Eastern province,10
1996,North Central province,19
1996,North Eastern province,2
1996,North Eastern province,6
1996,North Eastern province,7
1996,North Eastern province,1
1996,North Eastern province,16
1996,North Eastern province,25
1996,North Eastern province,23
1996,North Eastern province,8
1996,North Eastern province,7
1996,North Eastern province,8
1996,North Eastern province,14
1996,North Central province,5
1996,North Eastern province,30
1996,North Eastern province,18
1996,North Eastern province,25
1996,North Eastern province,40
1996,North Eastern province,15
